,averagerating,numvotes,original_title,start_year,runtime_minutes,genres,ordering,nconst,category,job,characters,directors,writers,is_comedy,is_action,is_horror,is_romance,studio,domestic_gross,foreign_gross,year,id,release_date,production_budget,domestic_gross_tn,worldwide_gross
Tammy,4.9,44345,Tammy,2014,97.0,"['Comedy', 'Romance']",9.0,nm0022540,cinematographer,,,nm1229520,"nm0565250,nm1229520",True,False,False,True,WB (NL),84500000.0,16000000,2014.0,3.0,"Jul 2, 2014","$20,000,000","$84,525,432","$96,407,655"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",10.0,nm0174807,producer,producer,,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",1.0,nm0601553,actress,,"[""Rapunzel""]","nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",2.0,nm1157048,actor,,"[""Flynn Rider""]","nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",3.0,nm0614220,actress,,"[""Mother Gothel""]","nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",4.0,nm0000579,actor,,"[""Stabbington Brother""]","nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",5.0,nm1977355,director,,,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",6.0,nm0397174,director,,,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",7.0,nm1557594,writer,screenplay by,,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",8.0,nm0342278,writer,"based upon the fairy tale ""Rapunzel"" by",,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Tangled,7.8,366366,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",9.0,nm0342303,writer,"based upon the fairy tale ""Rapunzel"" by",,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",True,False,False,False,BV,200800000.0,391000000,2010.0,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",10.0,nm0614774,composer,,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",1.0,nm0000242,actor,,"[""John Bennett""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",2.0,nm0005109,actress,,"[""Lori Collins""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",3.0,nm0532235,actor,,"[""Ted""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",4.0,nm0570364,actor,,"[""Rex""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",5.0,nm1273148,writer,screenplay by,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",6.0,nm1273397,writer,screenplay by,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",7.0,nm0164063,producer,producer,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",8.0,nm1124997,producer,producer,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted,6.9,538367,Ted,2012,106.0,"['Comedy', 'Fantasy']",9.0,nm0835959,producer,producer,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,218800000.0,330600000,2012.0,84.0,"Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],10.0,nm0614774,composer,,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],1.0,nm0000242,actor,,"[""John""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],2.0,nm0532235,actor,,"[""Ted""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],3.0,nm1086543,actress,,"[""Samantha""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],4.0,nm1274797,actress,,"[""Tami-Lynn""]",nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],5.0,nm1273148,writer,written by,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],6.0,nm1273397,writer,written by,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],7.0,nm0164063,producer,producer,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],8.0,nm1124997,producer,producer,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Ted 2,6.3,165843,Ted 2,2015,115.0,['Comedy'],9.0,nm0835959,producer,producer,,nm0532235,"nm0532235,nm1273148,nm1273397",True,False,False,False,Uni.,81500000.0,135200000,2015.0,55.0,"Jun 26, 2015","$68,000,000","$81,476,385","$217,214,143"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",10.0,nm0000881,producer,producer,,nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",1.0,nm1083271,actress,,"[""April O'Neil""]",nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",2.0,nm0004715,actor,,"[""Vernon Fenwick""]",nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",3.0,nm1347153,actor,,"[""Baxter Stockman""]",nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",4.0,nm0001473,actress,,"[""Chief Vincent""]",nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",5.0,nm1757777,director,,,nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",6.0,nm0032227,writer,written by,,nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",7.0,nm0625858,writer,written by,,nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",8.0,nm0481990,writer,based on the Teenage Mutant Ninja Turtles characters created by,,nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"['Action', 'Adventure', 'Comedy']",9.0,nm0247653,writer,based on the Teenage Mutant Ninja Turtles characters created by,,nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",True,True,False,False,Par.,82100000.0,163600000,2016.0,32.0,"Jun 3, 2016","$135,000,000","$82,051,601","$245,328,374"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",10.0,nm2068037,composer,,,nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",1.0,nm2539953,actress,,"[""Vera Brittain""]",nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",2.0,nm3229685,actor,,"[""Roland Leighton""]",nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",3.0,nm5473782,actor,,"[""Edward Brittain""]",nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",4.0,nm0922035,actor,,"[""Mr. Brittain""]",nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",5.0,nm0448757,director,,,nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",6.0,nm1177837,writer,autobiography,,nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",7.0,nm1130708,writer,screenplay by,,nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",8.0,nm2302156,producer,producer,,nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Testament of Youth,7.3,23632,Testament of Youth,2014,129.0,"['Biography', 'Drama', 'History']",9.0,nm0382268,producer,producer,,nm0448757,"nm1177837,nm1130708",False,False,False,False,SPC,1800000.0,,2015.0,82.0,"Jun 5, 2015","$10,000,000","$1,822,250","$6,646,669"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",10.0,nm0377066,writer,characters,,nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",1.0,nm1275259,actress,,"[""Heather Miller""]",nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",2.0,nm0713389,actress,,"[""Nikki""]",nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",3.0,nm2207222,actor,,"[""Carl""]",nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",4.0,nm2016091,actor,,"[""Ryan""]",nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",5.0,nm0525141,director,,,nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",6.0,nm0546057,writer,screenplay,,nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",7.0,nm0838032,writer,screenplay,,nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",8.0,nm1187454,writer,screenplay,,nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
Texas Chainsaw 3D,4.8,41784,Texas Chainsaw 3D,2013,92.0,"['Horror', 'Thriller']",9.0,nm0839812,writer,story,,nm0525141,"nm0546057,nm0838032,nm1187454,nm0839812,nm0377066,nm0001361",False,False,True,False,LGF,34300000.0,12900000,2013.0,55.0,"Jan 4, 2013","$20,000,000","$34,341,945","$47,666,013"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",10.0,nm0868128,composer,,,nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",1.0,nm1374980,actor,,"[""Jason""]",nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",2.0,nm0430107,actor,,"[""Mikey""]",nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",3.0,nm1886602,actor,,"[""Daniel""]",nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",4.0,nm1782299,actress,,"[""Ellie""]",nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",5.0,nm3230448,director,,,nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",6.0,nm0042992,producer,producer,,nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",7.0,nm4312021,producer,producer,,nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",8.0,nm0640193,producer,producer,,nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That Awkward Moment,6.2,92148,That Awkward Moment,2014,94.0,"['Comedy', 'Romance']",9.0,nm1834530,producer,producer,,nm3230448,nm3230448,True,False,False,True,Focus,26100000.0,14400000,2014.0,78.0,"Jan 31, 2014","$8,000,000","$26,068,955","$53,068,955"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],10.0,nm0340003,composer,,,nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],1.0,nm0001191,actor,,"[""Donny""]",nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],2.0,nm1676221,actor,,"[""Todd""]",nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],3.0,nm1015262,actress,,"[""Jamie""]",nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],4.0,nm0000215,actress,,"[""Mary McGarricle (Present Day)""]",nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],5.0,nm1890845,director,,,nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],6.0,nm2791292,writer,written by,,nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],7.0,nm0184445,producer,producer,,nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],8.0,nm0316406,producer,producer,,nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
That's My Boy,5.6,83009,That's My Boy,2012,116.0,['Comedy'],9.0,nm1009782,producer,producer,,nm1890845,nm2791292,True,False,False,False,Sony,36900000.0,20800000,2012.0,71.0,"Jun 15, 2012","$57,500,000","$36,931,089","$58,085,235"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",10.0,nm3709982,producer,producer,,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",1.0,nm7556035,actor,,"[""Alek""]",nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",2.0,nm7582805,actor,,"[""Anthony""]",nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",3.0,nm7052140,actor,,"[""Spencer""]",nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",4.0,nm2040230,actor,,"[""Ayoub""]",nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",5.0,nm0000142,director,,,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
